ue,freq,act_theta,reduction,score
1.548,0.19,0.62,3.8856784679861249,9.2021960762082777
1.445,0.135,0.372,11.723802743768474,9.2695142049399202
3.312,0.224,0.52,16.820110881647992,9.1316488979706278
3.598,0.192,0.62,11.228774064332654,9.0485004425634177
3.195,0.24,0.445,21.453420900331324,9.1830240690253664
0.164,0.17,0.355,1.50190295774226,9.2309861707877179
1.319,0.232,0.545,6.643077450839769,9.236839988277703
2.253,0.211,0.489,11.668305413993167,9.2093215382910554
2.29,0.132,0.614,6.7484025379395973,9.1675749479305733
1.112,0.179,0.65,1.1914307633852275,9.2043709264085454
1.548,0.24,0.564,7.3439350715997307,9.2291771750066758
0.426,0.24,0.43,3.3002557107059971,9.2419252049666216
1.237,0.24,0.43,9.0513816353275018,9.2598212648598128
2.737,0.106,0.627,4.3653726232759027,9.1040413195994656
1.507,0.24,0.289,9.5433604061592661,9.2488420520427237
1.548,0.147,0.707,0.066645669289627563,9.1724002244058749
1.486,0.203,0.383,12.467661224887905,9.2729143216555414
2.312,0.14,0.636,4.3833704483751035,9.1470982374899865
0.118,0.224,0.256,0.89925740459921144,9.2265438083845126
3.598,0.016,0.681,2.6456549629528467,8.9815354914285717
2.306,0.14,0.731,-0.26244519496006546,9.1114060383444588
3.598,0.135,0.589,14.348286847927383,9.0728386835514012
0.883,0.147,0.681,0.19779451150341743,9.2057557393591463
1.661,0.1,0.445,11.703693567219005,9.2559393944192259
3.284,0.135,0.256,15.406231343211815,9.1243116594392522
3.284,0.232,0.545,16.044888290136839,9.1292944204539381
2.123,0.167,0.62,5.6617357398025945,9.173836262456609
1.319,0.232,0.696,0.15656480428948782,9.1862326277970627
1.548,0.19,0.434,11.425293277120886,9.2610196730040055
1.548,0.192,0.507,7.8583914015446794,9.2331909306809088
3.288,0.241,0.472,19.049138516928295,9.1522076302803743
2.737,0.14,0.677,1.7683189411539217,9.0837792714018697
0.28,0.224,0.393,2.4880928368727808,9.2376502817089445
3.284,0.132,0.557,14.363768728592618,9.116178432202938
3.181,0.11,0.595,14.783481644621006,9.1327709057676909
3.284,0.284,0.393,25.300887329586573,9.2015091382109482
1.784,0.084,0.62,4.4448108098018224,9.1908313512950599
1.319,0.224,0.545,6.4705245241120224,9.235493741281708
0.907,0.179,0.681,0.33460967477567749,9.2059639625901202
3.284,0.224,0.393,24.864983900508818,9.1981082472897189
3.598,0.135,0.707,1.2912583793597463,8.9709685751401871
2.29,0.132,0.591,8.6229083733775553,9.1821997236315092
2.29,0.132,0.445,15.194884156077151,9.2334738620827768
3.164,0.132,0.697,0.99248854464347858,9.0273317518291059
3.892,0.208,0.457,24.176954374061381,9.1054801245393868
3.312,0.224,0.355,23.905482595492373,9.186928518931909
1.849,0.14,0.595,6.6966278811622004,9.2036769853404543
0.907,0.179,0.707,0.001771495397349554,9.2033671802136183
0.118,0.147,0.393,1.2106865350325648,9.2289735587182911
2.736,0.197,0.401,21.986712836482212,9.2416313589052059
3.284,0.135,0.545,15.575253480422035,9.1256303594392527
0.907,0.24,0.43,6.6662422515985753,9.2553629585847794
3.312,0.282,0.393,25.345990591511281,9.1981672710013349
3.145,0.224,0.393,24.151201858662816,9.2104119850467292
2.522,0.2,0.325,16.747470671808756,9.2232593636582116
1.445,0.187,0.372,11.850773718069632,9.2705048244325763
1.586,0.281,0.453,10.439232426924804,9.2509446487583453
3.284,0.169,0.545,15.966579123900118,9.1286834573030706
3.892,0.24,0.635,10.048919729032676,8.9952540938317753
3.505,0.151,0.653,5.4183609529065393,9.0163795477970634
2.312,0.187,0.636,4.3198283356616543,9.146602485954606
3.195,0.224,0.545,15.100216311361478,9.1334567695594124
2.312,0.267,0.636,4.4827157288659976,9.1478733230707618
1.189,0.125,0.334,8.7474536379358909,9.2597789978905212
2.171,0.146,0.536,11.05018032460984,9.2117543255273695
1.548,0.24,0.707,0.060612454284836303,9.1723531536448597
1.425,0.162,0.393,11.380758786375893,9.267985797730308
3.892,0.147,0.434,27.389937754183151,9.1305476171962621
3.216,0.224,0.393,24.50384555166724,9.2041306687850462
1.425,0.179,0.557,6.7301805379011768,9.2317022810413878
1.237,0.24,0.507,6.2132721448236055,9.2376785145260349
1.664,0.267,0.504,8.7173863025607545,9.2324409144459274
3.181,0.15,0.731,0.080311715834767483,9.0180577060347122
2.434,0.24,0.43,17.35497878473403,9.2367216634445928
2.123,0.016,0.749,-0.42301674125440059,9.126363409319092
3.892,0.24,0.43,27.555953945035029,9.1318428649933239
3.598,0.167,0.43,24.973318561836237,9.1557345074499334
3.892,0.24,0.385,29.347159470446897,9.1458177369559408
2.306,0.187,0.627,5.7696563448835292,9.1584681121762355
3.598,0.084,0.372,27.022370170761008,9.1717210782109486
1.548,0.135,0.434,11.249922762321518,9.2596514433644863
1.849,0.267,0.595,6.5681201962091507,9.2026743765287051
3.892,0.145,0.43,27.848587632512974,9.1341259744726297
2.306,0.241,0.393,17.892794417144586,9.2530520669158882
3.195,0.162,0.38,24.855719434775509,9.2095685865153545
0.118,0.296,0.393,1.1799155299246138,9.2287334852870497
0.318,0.267,0.651,0.31054885876372396,9.2202067416288394
3.892,0.24,0.284,20.727338396684274,9.078566439359145
3.284,0.205,0.545,15.808324109019466,9.1274487617089459
0.118,0.224,0.529,0.86854817594398526,9.2263042169292397
1.425,0.296,0.545,7.0658265511743963,9.2343209699599473
1.548,0.101,0.43,9.7407969222635842,9.247877339225635
0.966,0.224,0.393,7.7353566653743115,9.2614939814686252
3.892,0.147,0.707,1.4443443821825213,8.9281217424299069
1.548,0.24,0.507,7.7751509684737243,9.2325414940987987
3.165,0.132,0.483,16.380177831031531,9.1472589481975959
2.29,0.137,0.591,9.2386443739623303,9.1870036568758344
0.118,0.147,0.545,0.85587031306587846,9.2262053050467294
2.306,0.267,0.627,5.925049364519495,9.1596804786648871
2.123,0.016,0.62,5.2912171756636752,9.170945500106809
3.892,0.24,0.507,18.974858407514745,9.0648937015754338
1.548,0.016,0.471,8.8461135420535015,9.2408970762082774
2.737,0.196,0.687,1.1057192722059028,9.0786097107877168
1.379,0.179,0.434,10.323042727065769,9.2623132440854476
1.548,0.24,0.43,11.256114268791009,9.259699749105474
0.915,0.222,0.646,1.0683321972512374,9.211396899198931
2.329,0.162,0.355,17.212613580457585,9.245613239145527
3.312,0.224,0.393,25.065349236524838,9.1959777249399206
3.519,0.13,0.637,7.4601893201511729,9.030343043284379
3.181,0.11,0.627,11.122882601815817,9.104211144085447
2.312,0.14,0.627,5.8800578306999824,9.1587752975700933
3.634,0.28,0.399,29.088001689738292,9.1826299643791724
2.29,0.224,0.591,8.7333673403864083,9.1830615174899872
1.548,0.147,0.434,11.434609542666493,9.2610923579172226
3.284,0.164,0.393,24.904502742234499,9.1984165707877175
3.892,0.145,0.434,28.441989391932367,9.138755657383177
3.892,0.172,0.707,1.8260686643526469,8.931099931081441
3.284,0.224,0.699,0.90639006933628252,9.0111848169826434
0.368,0.135,0.589,1.4583303657248905,9.2284756601869162
3.312,0.224,0.368,25.248266985685518,9.1974048376234983
3.284,0.13,0.545,15.133131575431705,9.1221809523631503
0.368,0.018,0.43,2.68467731708229,9.2380435413618152
1.88,0.232,0.659,1.5336192623647946,9.1610835393858476
2.737,0.201,0.627,7.2950794463321245,9.1268987065153535
1.548,0.084,0.43,10.830925768640952,9.256382455380507
3.284,0.24,0.74,-0.088010054372659852,9.0034265702536711
2.427,0.241,0.627,6.1623452971311536,9.1500779864886521
1.88,0.151,0.445,12.713082301164036,9.2483050013351136
3.284,0.224,0.522,16.470694161224401,9.1326165308678231
3.598,0.24,0.434,25.495145318854554,9.1598057667289723
2.29,0.24,0.591,9.1722698536735834,9.1864858070761013
3.067,0.186,0.398,24.619693975128413,9.2237578508411211
3.284,0.146,0.536,16.448304372589348,9.1324418471562083
3.284,0.224,0.629,8.4353599742648413,9.0699253629105474
0.164,0.17,0.697,0.22401459421978132,9.2210161667823769
3.27,0.232,0.545,15.973192986222585,9.1305701782376509
2.312,0.111,0.509,7.6664148286540694,9.1727123416288379
1.507,0.19,0.43,10.92446472996815,9.2596173404272371
0.653,0.206,0.636,1.1603568654204821,9.2203311898264353
